,title,category,author_name,dates,num comments,num views
462,Krush Beer unveils exclusive new photos of aespa's Karina,News,Sophie-Ha,03/08/2024,14,"5,331"
463,Is Lee Hyori's new talk show already facing possible cancellation?,Rumors,Sophie-Ha,03/08/2024,21,"13,656"
464,7 Korean Movies that will Make You Fall in Love Again,Original Content,A-Nish,03/08/2024,10,"7,373"
465,Hong Jin Kyung reveals a BIG BANG member got angry at her when she asked a dating question,News,Sophie-Ha,03/08/2024,23,"22,011"
466,TWICE's Chaeyoung looks stunning with black hair at Gimpo airport,News,Sophie-Ha,03/08/2024,18,"6,671"
467,Jimin reaches new milestones on TIDAL & DEEZER,News,pjms_gina,03/08/2024,5,"3,163"
468,Korean reporter receives backlash for comparing Karina and Jennie's dating news,News,Sophie-Ha,03/08/2024,45,"20,581"
469,5 Must-Try Korean Convenience Store Hacks,Food,ean1994,03/08/2024,1,"4,014"
470,Circle Chart releases chart rankings for the month of February 2024,News,GhostWriter,03/08/2024,2,"3,471"
471,"""There were no issues with the contract,"" Company P releases an official statement regarding their advertisement deal with Meenoi",News,Sophie-Ha,03/08/2024,23,"8,577"
472,Circle Chart releases chart rankings for February 25 to March 2,News,GhostWriter,03/08/2024,2,"2,139"
473,"Dispatch uncovers the origins of the contractual dispute involving Meenoi, Company P, and AOMG",News,Sophie-Ha,03/08/2024,30,"17,731"
474,The Male K-pop solo Idols with the Most Music Show Wins,Original Content,Rika-go,03/08/2024,21,"8,152"
475,NewJeans hints at new music at the 2024 Billboard Women in Music Awards,News,Sophie-Ha,03/07/2024,18,"6,084"
476,JTBC announces the Star-studded Producer line-up for upcoming Female Vocal survival show 'Girls on Fire',News,darkrunner,03/07/2024,9,"5,151"
477,"To celebrate International Women's Day, Spotify spotlights the growing influence of Korean Women Artists Scaling the Globe",News,GhostWriter,03/07/2024,21,"3,402"
478,The Boyz bring out their melancholic vibe in the new teaser photos for 'PHANTASY Pt.3: Love Letter',News,Sophie-Ha,03/07/2024,1,"1,634"
479,Red Velvet's Wendy reveals more 'Wendy's POV' teaser videos for 'Wish You Hell',Teaser,Germaine-Jay,03/07/2024,7,"1,942"
480,NCT Dream smile bright in eerie '( )SCAPE' film teaser,Teaser,Germaine-Jay,03/07/2024,1,"1,910"
481,Oh My Girl's YooA lives a double life in 'Rooftop' MV teaser,Teaser,Germaine-Jay,03/07/2024,2,"1,608"
482,BTS' V reveals handsome concept photos for 'FRI(END)S',News,Germaine-Jay,03/07/2024,21,"6,648"
483,NOWADAYS defeat gravity in 'D-Day' debut trailer,Teaser,Germaine-Jay,03/07/2024,0,"1,419"
484,Highlight suit up in 'Body' MV teaser,Teaser,Germaine-Jay,03/07/2024,2,"1,630"
485,DAY6 reveal 'Fourever' track preview film,Teaser,Germaine-Jay,03/07/2024,1,"1,341"
486,Apink's Namjoo stuns in blonde in 'Bad' teaser images,News,Germaine-Jay,03/07/2024,6,"2,638"
487,Kim Chung Ha makes a statement in red in MV teaser for 'EENIE MEENIE' feat. ATEEZ' Hongjoong,Teaser,Germaine-Jay,03/07/2024,4,"3,249"
488,PLAVE's 'ASTERUM : 134-1' debuts at #1 on this week's Circle album chart,News,Sofia-Sayson,03/07/2024,13,"2,159"
489,Oh My Girl's YooA opens up about how malicious comments affect her,Variety,Germaine-Jay,03/07/2024,11,"3,796"
490,LE SSERAFIM win #1 + Performances from March 7th 'M! Countdown'!,News,Germaine-Jay,03/07/2024,9,"3,360"
491,Singer Eru faces 1 year prison sentence for DUI,News,Germaine-Jay,03/07/2024,11,"3,469"
492,BAE173 face criticism for allegedly disrespecting FIFTY FIFTY with song title,News,Germaine-Jay,03/07/2024,28,"12,668"
493,ONF's Hyojin reveals live performance of 'Let Me Be a Small Flower In Your Day' for 'Warm Black Tea' OST,Music Video,Germaine-Jay,03/07/2024,1,"1,166"
494,Cherry Bullet's Bora sings 'Star' for 'Branding in Seongsu' OST,Music Video,Germaine-Jay,03/07/2024,2,"2,001"
495,AMPERS&ONE reveal track list & comeback schedule for 'ONE HEARTED',News,Germaine-Jay,03/07/2024,1,"1,637"
496,Taeyeon drops 'To. X' (IMLAY Remix) MV teaser,Teaser,Germaine-Jay,03/07/2024,1,"1,458"
497,ICHILLIN' throw lavish party in 'On My Lips' MV,Music Video,Germaine-Jay,03/07/2024,3,"1,907"
498,Netflix unveils teaser for upcoming series 'Parasyte: The Grey',Teaser,Sofia-Sayson,03/07/2024,11,"4,714"
499,"'The Seasons - Lee Hyori's Red Carpet' said to be wrapping up this month, Lee Young Ae's new talk show may take over the time slot",News,Susan-Han,03/07/2024,2,"3,453"
500,NCT's TEN joins the global ambassador family for 'Saint Laurent',News,Susan-Han,03/07/2024,36,"8,153"
501,Jennie unveils the cover image for new song 'Slow Motion' with Matt Champion,News,Susan-Han,03/07/2024,29,"7,629"
502,Modhaus releases an update on lawsuits against malicious commenters targeting members of tripleS,News,Susan-Han,03/07/2024,14,"2,591"
503,MONSTA X's Jooheon causes laughter as he converts his fellow army officers into Monbebes,News,Susan-Han,03/07/2024,14,"7,879"
504,"Park Shin Hye tops drama actor brand value rankings for March, followed by Song Ha Yoon, Na In Woo, & more",News,Susan-Han,03/07/2024,7,"7,046"
505,The cast of tvN's 'Queen of Tears' show off their unreal visuals at the drama's press conference,Dramas,Susan-Han,03/07/2024,5,"11,492"
506,"ITZY, NMIXX, Xikers, TWS & more certified by Circle Chart this month",News,Susan-Han,03/07/2024,3,"3,017"
507,Yong Junhyung announces the release of his new album 'Beautiful Dystopia',News,Susan-Han,03/07/2024,6,"4,287"
508,BTOB's Sungjae opens his own YouTube channel,Misc,Susan-Han,03/07/2024,1,"2,445"
509,UNIS drop a debut scheduler for their 1st mini album 'We UNIS',News,Susan-Han,03/07/2024,3,"2,784"
510,BAE173 reveal the track list for their 5th mini album with title track 'Fifty-Fifty',News,Susan-Han,03/07/2024,4,"2,195"
511,New Cube Entertainment boy group NOWADAYS officially introduces its 5-member lineup,News,Susan-Han,03/07/2024,14,"10,331"
512,NewJeans' Minji encourages South Koreans to vote in April's parliamentary elections,News,Sophie-Ha,03/07/2024,35,"6,349"
513,K-netizens react to the virtual boy group PLAVE winning first place on a music show,News,Sophie-Ha,03/07/2024,26,"10,416"
514,SHINee's Taemin leaves a personal message to fans following the news of his departure from SM Entertainment,News,Sophie-Ha,03/07/2024,12,"27,024"
515,A Tale of Tails: K-Dramas featuring the mystical Gumiho,Original Content,Rika-go,03/07/2024,1,"2,942"
516,"""Can't believe the complaints worked,"" Fans believe SM Entertainment is changing RIIZE's lightstick design",News,Sophie-Ha,03/07/2024,8,"8,194"
517,BLACKPINK Lisa's latest Instagram update has netizens wondering if she's now representing Louis Vuitton,News,Sophie-Ha,03/07/2024,49,"21,495"
518,From K-Pop to Tech Pop: MAMAMOO and Windows create an unlikely alliance,Original Content,Luckymoomoo,03/07/2024,7,"5,246"
519,J.Y. Park says he gives up on NMIXX's Bae?,News,Sophie-Ha,03/07/2024,35,"41,429"
520,Get ready for Spring with 7 Must-See Tourist Spots in Korea,Travel,ean1994,03/07/2024,1,"3,633"
521,"Dispatch exposes the Kakaotalk conversation between Meenoi and AOMG, fact-checking all of the artist's claims",News,Sophie-Ha,03/07/2024,69,"38,347"
522,[PHOTOS] B.I during his Privé Alliance fan meeting in Manila,Photos,Sofia-Sayson,03/07/2024,3,"2,395"
523,MAMAMOO's MoonByul reveals stops for Asia leg dates of 'MUSEUM : an epic of starlit' world tour,News,Luckymoomoo,03/07/2024,3,"2,725"
524,"""Women who woke me up"" ELLE Korea's Jeon Hyejin on most remarkable celebrity women in her life",News,SiyerX,03/07/2024,6,"5,171"
525,PURPLE K!SS brings out fiery red teaser photos for their 6th mini-album 'BXX',News,Sophie-Ha,03/07/2024,9,"2,236"
526,VANNER will release an official fan light stick In March,News,Kpop-zone,03/07/2024,5,"1,912"
527,"From Park Min-young to Kim Seon-Ho, K-Drama Stars that have appeared in BIGBANG’s Music Videos",Original Content,Rika-go,03/07/2024,9,"7,581"
528,ILLIT look innocent in white in the new concept photos for their debut mini-album 'Super Real Me',News,Sophie-Ha,03/07/2024,19,"3,376"
529,"""She looks like a model from the 1990s,"" Newjeans' Hyein shines at Louis Vuitton FW24 show in Paris",News,SiyerX,03/07/2024,39,"11,443"
530,BLACKPINK's Jisoo selected as the new face of contemporary fashion brand Self-Portrait,News,Sophie-Ha,03/07/2024,16,"7,668"
531,UGG hints at a new global campaign featuring Newjeans Hanni,News,SiyerX,03/07/2024,21,"3,989"
532,K-netizens are thrilled by the sight of two Korean celebrities at the forefront of the Louis Vuitton FW24 show finale,News,Sophie-Ha,03/07/2024,9,"15,069"
533,Brave Entertainment unveils debut spoiler teaser photos for the new girl group Candy Shop,News,Sophie-Ha,03/06/2024,7,"2,773"
534,NCT Dream rolls out eerie teaser photos for their March comeback,News,Sophie-Ha,03/06/2024,5,"3,424"
535,Red Velvet's Wendy reveals 'Wendy's POV' teaser videos & 'Wish You Hell' concept photos,Teaser,Germaine-Jay,03/06/2024,1,"2,198"
536,Former GWSN's Miya meows in 'MIYAO' solo debut MV teaser,News,Germaine-Jay,03/06/2024,2,"2,246"
537,BTOB's Hyunsik takes to the beach in 'Sunshine' MV,Music Video,Germaine-Jay,03/06/2024,1,"1,750"
538,Highlight get ready to vacation in 'Body' MV teaser,Teaser,Germaine-Jay,03/06/2024,0,"1,782"
539,The Boyz shed tears in 'Hurt Me Less' teaser film for 'Phantasy Pt. 3: Love Letter' album,Teaser,Germaine-Jay,03/06/2024,1,"1,438"
540,Oh My Girl's YooA dreams of flying in 'Borderline' story film,Teaser,Germaine-Jay,03/06/2024,2,"1,085"
541,BTS' j-hope reveals main poster for 'Hope on the Street' docuseries,News,Germaine-Jay,03/06/2024,3,"2,769"
542,TXT send a package in 'Minisode 3: TOMORROW' promotion scheduler teaser,News,Germaine-Jay,03/06/2024,1,"1,873"
543,ILLIT reveal dream fantasy in 'Super Real Me' concept film,Teaser,Germaine-Jay,03/06/2024,1,"2,000"
544,Former DIA's Somyi faces possible prison sentence for allegedly making false sexual assault allegations against CEO,News,Germaine-Jay,03/06/2024,58,"20,890"
545,"Kassy releases 'Love Fool' MV, from her 6th EP 'Full Bloom'",News,Alec06,03/06/2024,2,"1,590"
546,IVE's Jang Won Young to continue legal battle against YouTuber Sojang without leniency,News,Germaine-Jay,03/06/2024,64,"16,072"
547,K.Will celebrates his 17th debut anniversary,News,Alec06,03/06/2024,1,"1,817"
548,BTS' V reveals short film for 'FRI(END)S' digital single,Misc,Germaine-Jay,03/06/2024,9,"4,023"
549,ENHYPEN announced as new selected endorsement models of Dunkin' PH,News,Sofia-Sayson,03/06/2024,0,"4,980"
550,'The Outlaws 4' reveals teaser poster ahead of premiere,News,Alec06,03/06/2024,1,"3,226"
551,Olympic medalist Nam Hyun Hee cleared of charges involving ex-fiance Jun Chung Jo's fraud,News,Germaine-Jay,03/06/2024,8,"6,438"
552,Virtual group PLAVE take home 1st music show win on 'Show Champion' with 'WAY 4 LUV',News,Sofia-Sayson,03/06/2024,74,"9,127"
553,A.C.E wait for 'Facetime' in special MV,Music Video,Germaine-Jay,03/06/2024,2,"1,433"
554,Seo In Young's response to divorce rumors sparks interest online,News,Alec06,03/06/2024,7,"7,384"
555,YouTuber Park Wi gushes about girlfriend former SECRET's Ji Eun,News,Germaine-Jay,03/06/2024,3,"8,353"
556,CRAVITY's Hyeongjun & UNIS' Nana to host 'The Show' alongside NCT's Xiaojun,News,Germaine-Jay,03/06/2024,3,"2,099"
557,Han So Hee and Ryu Jun Yeol are in discussions to star in an upcoming movie,News,Alec06,03/06/2024,4,"2,681"
558,TEMPEST shine bright in 'Lighthouse' MV teaser,Teaser,Germaine-Jay,03/06/2024,0,"1,469"
559,Song Joong Ki shares his thoughts on the mixed responses to his latest film 'My Name is Loh Kiwan',News,Alec06,03/06/2024,18,"11,590"
560,ICHILLIN' throw their own party in 'On My Lips' MV teaser,Teaser,Germaine-Jay,03/06/2024,0,959
561,iKON's Song says 'Its Call' in solo debut MV,Music Video,Germaine-Jay,03/06/2024,3,"2,113"
562,VCHA are all smiles in 'Only One' performance video teaser,Teaser,Germaine-Jay,03/06/2024,2,"1,699"
563,STAYC unveils ‘TEENFRESH’ world tour DVD highlights,Misc,Alec06,03/06/2024,1,"1,286"
564,Korean netizens react to the controversy surrounding Meenoi and her shaky relationship with AOMG,News,EunhaYi,03/06/2024,4,"18,194"
565,Koyote's Bbaek Ga reveals that he kept his brain tumor surgery a secret from his parents,News,EunhaYi,03/06/2024,4,"4,000"
566,Beauty brand 'P' releases photos of commercial filming location amidst Meenoi's absence dispute,News,EunhaYi,03/06/2024,7,"11,105"
567,As conflict deepens Meenoi and AOMG begin steps to terminate contract,News,EunhaYi,03/06/2024,16,"30,184"
568,Seo Kang Jun considering role in MBC's upcoming drama 'Undercover High School',News,EunhaYi,03/06/2024,8,"4,161"
569,Broadcaster Kim Shin Young takes break due to acute laryngitis,News,EunhaYi,03/06/2024,4,"3,508"
570,Actor Na In Woo reflects on his role on 'Marry My Husband' during 'Gayo Plaza' appearance,News,EunhaYi,03/06/2024,4,"5,312"
571,RIIZE to make April comeback and embark on global fan tour following smash hit 'Love 119',News,EunhaYi,03/06/2024,6,"2,968"
572,TEMPEST's Hwarang to temporarily suspend activities amid controversy being seen at a club,News,EunhaYi,03/06/2024,59,"15,457"
573,Cha Eun Woo's unreleased stills from 'Wonderful World' spark viewer interest,Dramas,EunhaYi,03/06/2024,1,"3,739"
574,Duo Sevenus unveils stunning concept photos for upcoming mini album 'Spring Canvas',News,EunhaYi,03/06/2024,2,"1,602"
575,Prosecution seeks one-year prison term for man in his 60's who stalked 15-year-old trot singer Oh Yu Jin,News,EunhaYi,03/06/2024,32,"4,463"
576,"'Queen of Tears' drama unveils star-studded OST lineup including Seventeen's BSS, Heize, Crush, and more",News,EunhaYi,03/06/2024,3,"13,785"
577,BTS' 'Love Yourself: ﻿Tear' surges back onto the Billboard 200 chart,News,EunhaYi,03/06/2024,6,"3,737"
578,Kim Yoon Ji (NS Yoon-G) says she made more money from one Netflix movie than her 8 years as a singer combined,News,Sophie-Ha,03/06/2024,30,"17,384"
579,TWICE's Nayeon shines brightly at the Louis Vuitton FW24 Show during Paris Fashion Week,News,GhostWriter,03/06/2024,7,"10,369"
580,"Momo, Minnie, and Jang Won Young shine with their glowing visuals at the MiuMiu show for 2024 Paris Fashion Week",News,Sophie-Ha,03/06/2024,22,"9,768"
581,"""Why did she need to write an apology letter?"" K-netizens confused why aespa's Karina is apologizing for her dating news",News,Sophie-Ha,03/06/2024,88,"34,826"
582,Why fans want RIIZE to change their lightstick design before it's even officially released,News,Sophie-Ha,03/06/2024,10,"11,937"
583,"BLACKPINK JISOO's ""ME"" becomes the Fastest Album by a Korean Female Soloist to surpass 500 Million Spotify streams",News,MomoDancer,03/06/2024,7,"1,923"
584,In a K-Drama Slump? Here are 10 K-Dramas that’ll Get You Back into the Hype,Original Content,ean1994,03/06/2024,6,"7,107"
585,BLACKPINK's Lisa commands the spotlight at the Louis Vuitton FW24 show in Paris,News,Sophie-Ha,03/06/2024,29,"23,636"
586,MAMAMOO's Whee In reveals stops for USA and European dates of 'Whee In The Mood - Beyond' tour,News,Luckymoomoo,03/06/2024,10,"3,555"
587,"Girls' Day's Hyeri attracts unsolicited advances while traveling alone in Bangkok, Thailand",News,Sophie-Ha,03/06/2024,31,"23,698"
588,How K-netizens are reacting to SHINee's Taemin leaving SM Entertainment after 16 years,News,Sophie-Ha,03/06/2024,13,"12,583"
589,Hwang Min Hyun teases his upcoming digital single 'Lullaby',News,Sophie-Ha,03/06/2024,2,"1,157"
590,"EXCLUSIVE [INTERVIEW] P NATION’s new face Daniel Jikal talks solo debut ‘Fresh’ and goals: ""I want to see myself in 5 years in a whole different standing""",Original Content,Sofia-Sayson,03/06/2024,1,"2,441"
591,"Virtual boy group PLAVE surpasses 500,000 album sales for their album 'ASTERUM : 134-1'",News,Sophie-Ha,03/06/2024,30,"3,729"
592,Stray Kids' Felix makes his runway debut with a bang at the Louis Vuitton FW24 show in Paris,News,Sophie-Ha,03/06/2024,24,"27,598"
593,MAMAMOO's Wheein set to release an OST for the film ﻿'The Last 10 Years',News,Luckymoomoo,03/06/2024,3,"2,426"
594,Industry insider says Taemin's decision to leave SM was influenced by EXO's Baekhyun,Rumors,Sophie-Ha,03/06/2024,14,"20,873"
595,"The Boyz look sentimental in the new character clips for their 2nd Full Album, 'PHANTASY Pt.3: Love Letter'",Teaser,Sophie-Ha,03/06/2024,0,"1,197"
596,ILLIT continues to display their adorable innocent charms in the new concept photos for their debut album,News,Sophie-Ha,03/06/2024,66,"6,828"
597,SHINee's Key and Minho reported to have re-signed with SM Entertainment,Rumors,GhostWriter,03/06/2024,13,"13,013"
598,BLACKPINK's Jennie grabs attention with her stunning presence at Chanel's FW 24 Show during Paris Fashion Week,News,Sophie-Ha,03/06/2024,43,"27,483"
599,aespa's Karina writes a sincere handwritten apology letter to fans,News,Sophie-Ha,03/06/2024,199,"66,739"
600,Apink's Namjoo captivates fans in 'Breeze' concept photos for her upcoming single album 'BAD',News,darkrunner,03/06/2024,2,"2,192"
601,BTS's SUGA announces the release of Agust D Tour 'D-Day' The Movie,Teaser,Sophie-Ha,03/05/2024,22,"4,985"
602,Check out Highlight's 5th mini-album 'Switch On' highlight medley,Teaser,Sophie-Ha,03/05/2024,2,"1,670"
603,Red Velvet's Wendy unveils more teasers for her 2nd solo mini-album 'Wish You Hell',News,Sophie-Ha,03/05/2024,9,"2,896"
604,ILLIT reveal adorable 'Super Real Me' concept film,Teaser,Germaine-Jay,03/05/2024,14,"2,242"
605,Xikers drop powerful 'We Don't Stop' MV teaser,Teaser,Germaine-Jay,03/05/2024,1,750
606,TXT reveal they're otherworldy princes in 'Minisode 3: TOMORROW' concept trailer,Teaser,Germaine-Jay,03/05/2024,5,"1,679"
607,DAY6 become puppets in 'Fourever' album preview film,Teaser,Germaine-Jay,03/05/2024,0,"1,295"
608,Oh My Girl's YooA reveals stunning track list for 'Borderline',News,Germaine-Jay,03/05/2024,2,"1,830"
609,LE SSERAFIM cast a shadow with dance in 'Smart' MV,Music Video,Germaine-Jay,03/05/2024,20,"3,823"
610,Kim Bora and director Jo Byung Gyun set to marry in June,News,Alec06,03/05/2024,12,"16,553"
611,Jung Dong Ha to make comeback with new digital single 'For the Reason of Love',News,Alec06,03/05/2024,0,993
612,Sung Hoon opens up about his school days & first blind date,News,Germaine-Jay,03/05/2024,1,"3,171"
613,RIIZE tease preview of official fan light stick,News,Germaine-Jay,03/05/2024,2,"3,598"
614,Lyn and Lee Soo to mark 10th wedding anniversary with release of duet album,News,Alec06,03/05/2024,0,"2,888"
615,Yoo Ah In's friend claims actor used his own sister's name to acquire drugs,News,Germaine-Jay,03/05/2024,25,"6,787"
616,CRAVITY take 1st music show trophy for 'Love or Die' on 'The Show',News,Sofia-Sayson,03/05/2024,5,"2,552"
617,"Duo band NND set for debut, showcases skill in songwriting and composition",News,Alec06,03/05/2024,0,"1,542"
618,TWICE take you behind the scenes of 'One Spark' dance practice,Misc,Germaine-Jay,03/05/2024,1,"1,961"
619,Lee Soo Young to re-record her classic hit 'La La La' after 22 years,News,Alec06,03/05/2024,1,"1,943"
620,SM Entertainment makes official statement on SHINee's contracts,News,Germaine-Jay,03/05/2024,14,"32,039"
621,SHINee's Taemin rumored to be signing with controversial label Big Planet Made,Rumors,Germaine-Jay,03/05/2024,14,"23,125"
622,Daniel Henney features in Apink's Kim Nam Joo's upcoming solo single 'BAD',News,Alec06,03/05/2024,1,"3,505"
623,"EXCLUSIVE [INTERVIEW] Bang Yong Guk teases new album, opens up about self-discovery and touring: 'I think I know myself better than anyone else'",Original Content,Sofia-Sayson,03/05/2024,5,"7,299"
624,iKON's Song reveals dynamic MV teaser for 'It's Call',Teaser,Germaine-Jay,03/05/2024,1,"1,800"
625,Kim Seon Ho & Moon Ga Young face heartbreak in Daesung's 'Falling Slowly' MV,Music Video,Germaine-Jay,03/05/2024,6,"5,712"
626,Cha Eun Woo drops heartwarming 'You're the Best' MV featuring his beloved pet dog,Music Video,Alec06,03/05/2024,1,"3,861"
627,Seo In Young's label confirms she's going through divorce,News,Germaine-Jay,03/05/2024,14,"8,542"
628,Daniel Jikal unveils energetic music video for 'Fresh',Music Video,Alec06,03/05/2024,0,"1,774"
629,VIXX's Leo signs exclusive contract with Big Boss Entertainment,News,EunhaYi,03/05/2024,3,"2,981"
630,New trailer unveils thrilling underground world in Netflix's 'Physical: 100',Misc,EunhaYi,03/05/2024,3,"3,595"
631,New two-member band NND emerges onto the music scene; makes surprise announcement for upcoming debut,News,EunhaYi,03/05/2024,0,"2,730"
632,"Government survey reveals over 3,000 applicants for increased medical school seats",BUZZ News,EunhaYi,03/05/2024,7,"2,252"
633,SHINee's Onew set to depart from SM Entertainment after Taemin,News,EunhaYi,03/05/2024,20,"37,677"
634,SHINee's Taemin set to depart SM Entertainment after 16 years,News,EunhaYi,03/05/2024,48,"51,065"
635,Singer Yoon Do Hyun shares about being inspired by Actor Kim Woo Bin to open up about his cancer battle,News,EunhaYi,03/05/2024,2,"3,795"
636,"As speculation surrounds Han So Hee's conduct, unseen details emerge from behind the scenes",News,EunhaYi,03/05/2024,74,"41,378"
637,SBS' 'Unanswered Questions' faces legal sanctions for handling of FIFTY FIFTY contract dispute episode,News,EunhaYi,03/05/2024,8,"4,762"
638,Oh My Girl's YooA shines with elegance in 'OUTSIDE' concept photos for upcoming single 'Borderline',News,EunhaYi,03/05/2024,3,"2,110"
639,Prosecution seeks prison sentence for doctor in propofol case involving actor Yoo Ah In,News,EunhaYi,03/05/2024,13,"4,676"
640,Singer and Actor Kim Woo Seok departs TOP Media; embarks on new journey with Blitzway Entertainment,News,EunhaYi,03/05/2024,4,"3,224"
641,Actress Kim Bo Ra set to tie the knot with director Jo Bareun in June,News,EunhaYi,03/05/2024,11,"22,453"
642,Korean netizens react to Kim Shin Young being replaced as the MC on 'National Singing Contest',News,EunhaYi,03/05/2024,9,"15,724"
643,Seo In Young starts new chapter by signing exclusive contract with SW Entertainment,News,EunhaYi,03/05/2024,0,"2,417"
644,Actress Lee Yoo Mi announced as the next host of 'SNL Korea Season 5',News,Sophie-Ha,03/05/2024,0,"2,495"
645,LE SSERAFIM's Kim Chae Won can't believe IU left a comment on her social media post,News,Sophie-Ha,03/05/2024,22,"14,149"
646,Fans are loving Han So Hee's Unique Correspondence: Handwritten Letters sealed with a Lipstick Kiss,News,Sophie-Ha,03/05/2024,12,"5,711"
647,K-netizens say Red Velvet's Joy looks completely different in her latest photos,News,Sophie-Ha,03/05/2024,37,"27,170"
648,8 TWICE Songs to Listen to When you Need Motivation,Original Content,A-Nish,03/05/2024,3,"6,901"
649,MAMAMOO's Hwa Sa receives mixed reactions for her underwear in bed photo,News,Sophie-Ha,03/05/2024,114,"32,231"
650,Starship Entertainment releases official statement regarding their YouTube channels getting hacked,News,Sophie-Ha,03/05/2024,13,"7,935"
651,The Boyz unveil new teaser photos for their 2nd full album 'Phantasy Pt. 3: Love Letter',News,Sophie-Ha,03/05/2024,0,"2,002"
652,"If these Disbanded Groups made a Comeback, Which One Would Reign Number 1?",Original Content,ean1994,03/05/2024,58,"14,601"
653,Chinese fans send protest trucks to SM Entertainment after aespa Karina's dating news,News,Sophie-Ha,03/05/2024,91,"20,580"
654,BLACKPINK's Lisa attends Taylor Swift's Eras Tour in Singapore as the two stars display their friendship backstage,News,Sophie-Ha,03/05/2024,37,"10,257"
655,BTS's Jin will be discharged from the military in just 100 days,News,Sophie-Ha,03/05/2024,24,"14,177"
656,"Break the Standards: 7 Stars Rocking the Smokey, Bold Makeup",Original Content,ean1994,03/05/2024,7,"3,180"
657,DAY6 begins countdown with new schedule chart for 8th mini-album 'FOUREVER',News,Sophie-Ha,03/05/2024,6,"1,878"
658,DAY6's Comeback Teaser sparks a Political Debate,News,Ankit-Negi,03/05/2024,40,"7,184"
659,"BIBI, IU, and TWS top Instiz chart for the final week of February 2024",News,GhostWriter,03/05/2024,4,"1,778"
660,NewJeans head to LA to attend Billboard's Women in Music Awards,News,Sophie-Ha,03/05/2024,19,"6,587"
661,BTS's V releases promotion schedule for his digital single 'FRI(END)S',News,Sophie-Ha,03/05/2024,31,"5,654"
662,Red Velvet's Wendy returns to school in the latest teaser photos for her upcoming mini-album 'Wish You Hell',News,Sophie-Ha,03/05/2024,17,"5,859"
663,NCT Dream update their social media to kick start preparations for their comeback,News,Sophie-Ha,03/05/2024,0,"2,677"
664,"TXT members are princes from a fairytale in new teaser clips for their new EP, 'Minisode 3: TOMORROW'",Teaser,Sophie-Ha,03/04/2024,3,"1,970"
665,Rapper B-Free faces investigation for disrupting election campaigning,News,kmsml,03/04/2024,6,"3,593"
666,Highlight rolls out new colorful teaser photos for 5th Mini Album 'Switch On',News,Sophie-Ha,03/04/2024,1,"2,055"
667,VIXX's LEO and Ken depart from Jellyfish Entertainment,News,Alec06,03/04/2024,7,"5,146"
668,"DAY6 unveils 'Fourever' trailer film, marking a return after 3 years",Teaser,Alec06,03/04/2024,0,"1,445"
669,Anton of RIIZE shares heartfelt reflection on performing at IU's concert,News,Alec06,03/04/2024,12,"12,582"
670,Celebrity A's dog noise complaint sparks controversy online,Rumors,Alec06,03/04/2024,40,"13,620"
671,BTOB's Hyunsik drops 'Sunshine' MV teaser,Teaser,Alec06,03/04/2024,1,"1,585"
672,Look out for Upcoming Girl Group VVUP,News,hi-l-lover,03/04/2024,15,"7,015"
673,ICHILLIN' heats up the scene with 'Feelin' Hot' comeback documentary teaser,Teaser,Alec06,03/04/2024,1,"1,987"
674,TRI.BE shines bright like a 'Diamond' in latest performance video,Music Video,Alec06,03/04/2024,2,"1,539"
675,"IVE's official YouTube channel gets hacked, flooded with Elon Musk's 'SpaceX'",News,Alec06,03/04/2024,49,"13,533"
676,LE SSERAFIM releases special performance video for ’Smart‘,Music Video,Alec06,03/04/2024,16,"3,237"
677,VCHA teases new single 'Only One' ahead of release,Teaser,Alec06,03/04/2024,2,"1,858"
678,Kim Shin Young exits 'National Singing Contest' mc role amid controversy over KBS's decision-making,News,Alec06,03/04/2024,7,"23,526"
679,TREASURE to dazzle at the 'Asia Star Entertainer Awards 2024',News,Alec06,03/04/2024,3,"3,866"
680,"Yang Dong Geun: ""'Rap Cup' has as much to show as 'Squid Game'""",News,Alec06,03/04/2024,5,"3,002"
681,BoA unveils NCT WISH: A fresh start with 'WISH' dominating charts,News,Alec06,03/04/2024,0,"4,608"
682,K-Pop's 2024 starts strong: Girl groups lead the way in January Charts,News,Alec06,03/04/2024,7,"3,920"
683,"Park Myung Soo praises IU after concert: ""A national treasure worth protecting""",News,Alec06,03/04/2024,9,"4,968"
684,NewJeans Hanni unveils chic charm in Marie Claire photoshoot with CHAUMET's 'Joséphine' Collection,News,Alec06,03/04/2024,22,"5,520"
685,From Jang Geun Suk to Lee Hae-in: 30s actors openly seek love through broadcasting,News,Alec06,03/04/2024,10,"11,679"
686,"Lim Young Woong tops 'Trotpick' voting once again, sets date for Seoul encore concert",News,Alec06,03/04/2024,0,"1,495"
687,Singer Meenoi addresses controversies and apologizes for recent behavior,News,Alec06,03/04/2024,9,"14,804"
688,Cube entertainment announces launch of new boy group NOWADAYS,News,Alec06,03/04/2024,17,"7,036"
689,Taeyeon shines in Louis Vuitton's Spring-Summer 2024 collection on 'Vogue Korea' cover,News,Alec06,03/04/2024,10,"4,760"
690,Actor Jo Jung Suk to debut as singer in Netflix's 'New Singer Jo Jung Suk' project,News,Alec06,03/04/2024,5,"4,867"
691,"NCT WISH captures global attention with debut, spotlighted by major international media",News,Alec06,03/04/2024,3,"3,074"
