,title,category,author_name,dates,num comments,num views,PER,LOC,ORG,MISC,group_PER,group_ORG,group_MISC,group_title_a,final_group
0,DAY6's Dowoon talks post-military growth and new album 'Fourever',News,Alec06,3/18/2024,0,332,,,"DAY6, Dowoon",Fourever,,DAY6,,DAY6,DAY6
1,The Boyz drops new album 'PHANTASY' Pt.3 and plans global live,News,Alec06,3/18/2024,0,571,,,The Boyz,PHANTASY,,THE BOYZ,,,THE BOYZ
2,Candy Shop unveils mini album 'Hashtag#' tracklist with dynamic New York vibes,News,Alec06,3/18/2024,1,684,,New York,Candy Shop,Hashtag,,Candy Shop,HashTag,,Candy Shop
3,"BABYMONSTER ready for comeback, set for summer sonic stage",News,Alec06,3/18/2024,7,"2,415",,,BABYMONST,,,BABYMONSTER,,BABYMONSTER,BABYMONSTER
4,ZEROBASEONE captivates Japan: sold-out concerts & chart success,News,Alec06,3/18/2024,4,"1,256",,Japan,,,,,,ZEROBASEONE,ZEROBASEONE
5,BLACKPINK's Jennie says she splits the bill with friends instead of paying alone,News,Janie-Reign,3/18/2024,19,"18,043",Jennie,,,,,,,BLACKPINK,BLACKPINK
6,BTS's V (Kim Taehyung) is a stunner in the behind-the-scenes photos for the 'FRI(END)S' music video,News,YeontanNews,3/18/2024,16,"2,720",Kim Taehyung,,BTS,,,BTS,,BTS,BTS
7,SPOILER Fans speculate that Alan Walker and MAMAMOO's Wheein may be gearing up for a collab,Rumors,Luckymoomoo,3/18/2024,7,"1,544","Alan Walker, Wheein",,MAMAMOO,,,MAMAMOO,,,MAMAMOO
8,Creative Group Ing says Girl's Day's Hyeri has no plans to respond to the Instagram story incident,News,Janie-Reign,3/18/2024,41,"18,492",Hyeri,,Creative Group Ing,Girl ' s Day,,,Girl's Day,,Girl's Day
9,ILLIT can't fall asleep in this enchanting visual teaser for debut title song 'Magnetic',Teaser,Janie-Reign,3/18/2024,1,"1,246",,,"IL, ##IT",Magnetic,,,,ILLIT,ILLIT
10,"Yang Hyun Suk provides track-by-track breakdown of BABYMONSTER's mini album, announcing Charlie Puth's contribution",Misc,Janie-Reign,3/18/2024,38,"6,176","Yang Hyun Suk, Charlie Puth",,BABYMONSTER,,,BABYMONSTER,,,BABYMONSTER
11,Apink's Namjoo shows her 'BAD' side in 2nd MV teaser,Teaser,Jia-Lin,3/18/2024,3,"1,028","Apink, Namjoo",,,,Apink,,,,Apink
12,HIGHLIGHT move their 'BODY' in dance practice video,Misc,Jia-Lin,3/18/2024,0,968,,,HIGHLIGHT,,,Highlight,,,Highlight
13,KISS OF LIFE have the 'Midas Touch' in album preview video,Teaser,Jia-Lin,3/18/2024,2,"1,225",,,KISS OF LIFE,Midas Touch,,KISS OF LIFE,,KISS,KISS OF LIFE
14,THE NEW SIX (TNX) go hard in 2nd MV teaser for 'FUEGO',Teaser,Jia-Lin,3/18/2024,0,729,,,"THE NEW SIX, ##X",,,,,TNX,TNX
16,"""The whole group is the main visual,"" Red Velvet members stun in new photoshoot for Pandora jewelry",News,Dani-Dee,3/18/2024,17,"10,241",,,"Red Velvet, Pandora",,,Red Velvet,,,Red Velvet
17,Girls' Generation's YoonA is a glamorous visual in new photos from Tokyo trip,News,Dani-Dee,03/17/2024,13,"5,551",YoonA,Tokyo,Girls ' Generation,,,Girls' Generation,,,Girls' Generation
18,BTS V's 'FRI(END)S' becomes his highest-ranking solo single on Spotify's 'Daily Top Songs Global' chart,News,Dani-Dee,03/17/2024,18,"3,202",BTS V,,,"Spotify, Daily Top Songs Global",,,,BTS,BTS
19,"Taeyeon, BLACKPINK's Jennie, and LE SSERAFIM's Kazuha top March's individual K-Pop female idol brand value rankings",News,Dani-Dee,03/17/2024,18,"7,693","Taeyeon, Jennie, Kazuha",,"BLACKPINK, LE SSERAFIM, K - Pop",,,BLACKPINK,,,BLACKPINK
20,BLACKPINK JISOO's Self-Portrait campaign generated over $2.7 Million in Media Impact Value (MIV) in just two days,News,Blink-News,03/17/2024,7,"5,529",,,##ISOO,"Self - Portrait, Media Impact Value",,,,BLACKPINK,BLACKPINK
21,"""FRI(END)S"" by BTS's V (Kim Taehyung) debuts at #1 on YouTube’s Global Top Music Videos chart",News,YeontanNews,03/17/2024,21,"7,521",Kim Taehyung,,"BTS, YouTube",Global Top Music Videos,,BTS,,,BTS
22,Super Junior D&E decides to cancel music show appearances following backlash over 'GGB',News,Yaki-Jones,03/17/2024,82,"46,091",,,Super Junior D & E,,,SUPER JUNIOR-D&E,,,SUPER JUNIOR-D&E
23,"""FRI(END)S"" by BTS's V (Kim Taehyung) earns the biggest Spotify streaming debut by a male artist and K-pop act in 2024",News,YeontanNews,03/17/2024,18,"5,376",Kim Taehyung,,BTS,Spotify,,BTS,,,BTS
24,New girl group RESCENE counts down to the group's official debut,News,Yaki-Jones,03/16/2024,1,"2,089",,,RESCENE,,,RESCENE,,,RESCENE
25,ARTMS releases HaSeul's individual concept photo for 'Birth',News,Yaki-Jones,03/16/2024,7,"1,418",HaSeul,,"AR, ##S",Birth,,,,ARTMS,ARTMS
26,TXT sets the scene for 'Minisode 3: TOMORROW' with new teaser photos,News,Yaki-Jones,03/16/2024,2,"1,722",,,TXT,Minisode 3 : TOMORROW,,TXT,,TXT,TXT
27,DAY6 welcomes you to the show in the latest MV teaser,Teaser,Yaki-Jones,03/16/2024,0,"1,096",,,DAY6,,,DAY6,,DAY6,DAY6
28,NCT Dream members make good their escape in new concept photos for '( )SCAPE Film: Chapter 5',News,Yaki-Jones,03/16/2024,2,"1,710",,,NCT Dream,SCAPE Film : Chapter 5,,NCT Dream,,NCT,NCT Dream
29,Apink's Namjoo makes a call in 'BAD' MV teaser,Teaser,Germaine-Jay,03/16/2024,2,"1,753",Namjoo,,Apink,,,Apink,,,Apink
30,VVUP hit the streets in 'Doo Doom Chit' performance MV,Music Video,Germaine-Jay,03/16/2024,1,"1,196",", Chit",,,Doo Doom,,,,VVUP,VVUP
31,STAYC releases official performance clip to their cover of TWICE's FANCY,Music Video,bartkun,03/16/2024,4,"1,535",,,"STAYC, T, ##E","##WIC, s FANCY",,STAYC,,STAYC,STAYC
32,BTS' Jungkook updates fans with what he's been up to in the military,News,Germaine-Jay,03/16/2024,6,"15,888",Jungkook,,BT,,,,,BTS,BTS
33,THE NEW SIX (TNX) burn it up in 'Fuego' MV teaser,Teaser,Germaine-Jay,03/16/2024,0,921,,,,Fuego,,,,TNX,TNX
34,New girl group RESCENE's May and Zena show off their visuals ahead of the group's debut,News,Yaki-Jones,03/16/2024,1,"2,087","May, Zena",,RESCENE,,,RESCENE,,,RESCENE
35,Netizens find pictures of Girl's Day's Hyeri and Ryu Joon Yeol allegedly using matching phone cases this year,Rumors,Yaki-Jones,03/16/2024,43,"38,907","Hyeri, Ryu Joon Yeol",,,Girl ' s Day,,,Girl's Day,,Girl's Day
36,BTS V steals hearts in the latest photo booth snap with his fellow soldiers,News,Yaki-Jones,03/16/2024,15,"23,535","BT, V",,,##S,,,,BTS,BTS
37,LE SSERAFIM's 'Perfect Night' surpasses 200 million streams on Spotify,News,Sofia-Sayson,03/16/2024,4,"1,660",,,,"Perfect Night, Spotify",,,,LE SSERAFIM,LE SSERAFIM
38,ARTMS releases the schedule for their 1st Full Album 'DALL (Devine All Love & Live)',News,anonymous1215151,03/16/2024,2,"1,561",,,"AR, ##S",DALL ( Devine All Love & Live ),,,,AL,ARTMS
39,VIXX member Leo confesses he was scammed,News,Sophie-Ha,03/16/2024,17,"15,243",Leo,,,,CLEO,,,VIXX,VIXX
40,BTS's V receives a congratulatory cake from his fellow soldiers in honor of 'FRI(END)S' release,News,Sophie-Ha,03/16/2024,13,"10,130",,,BTS,,,BTS,,BTS,BTS
41,"PURPLE K!SS display their girl-crush charisma in the second music video teaser for ""BBB""",Teaser,Sophie-Ha,03/16/2024,3,"1,450",,,"P, K! SS",BBB,,,,PURPLE,PURPLE KISS
42,IVE's first US solo concert was a spectacular Sold-Out Success,News,Sophie-Ha,03/16/2024,26,"9,337",,US,IVE,Sold - Out Success,,IVE,,IVE,IVE
43,UNIS roll out the second trailer film for their debut album 'We UNIS',Teaser,Sophie-Ha,03/16/2024,2,"1,760",,,UNIS,We UNIS,,UNI,,UNI,UNIS
44,"Actor Yoo Seung Ho stars in DAY6's ""Welcome to the Show"" music video teaser",Teaser,Sophie-Ha,03/16/2024,0,"1,443",Yoo Seung Ho,,DAY6,Welcome to the Show,,DAY6,,,DAY6
45,ARTMS unveils individual concept photo of Heejin for their first premiere single 'Birth',News,Sophie-Ha,03/15/2024,6,"2,068",Heejin,,AR,Birth,,,,ARTMS,ARTMS
46,TXT shares a hidden message from 'Minisode 3: TOMORROW',News,Sophie-Ha,03/15/2024,4,"1,962",,,,Minisode 3 : TOMORROW,,,,TXT,TXT
47,BABYMONSTER rolls out visual photo for their upcoming 1st mini-album 'BABYMONS7ER',News,Sophie-Ha,03/15/2024,13,"5,754",,,BABYMONSTER,BABYMONS7ER,,BABYMONSTER,BABYMONSTER,BABYMONSTER,BABYMONSTER
48,xikers break own record in 1st-week sales with latest comeback album,News,Sofia-Sayson,03/15/2024,1,"1,636",,,xiker,,,xikers,,,xikers
49,MONSTA X' Kihyun drops special 'Stardust' MV for 2nd solo debut anniversary,Music Video,Germaine-Jay,03/15/2024,3,"1,157",X ' Kihyun,,,Stardust,,,,MONSTA X,MONSTA X
50,NCT's Taeyong takes you behind the scenes of 'TAP' dance practice,Misc,Germaine-Jay,03/15/2024,1,"1,303",Taeyong,,NC,,,,,NCT,NCT
51,YOUNG POSSE reveal highlight medley for 'XXL' mini album,Teaser,Germaine-Jay,03/15/2024,1,992,,,"YOUNG POSSE, XXL",,,YOUNG POSSE,,YOUNG POSSE,YOUNG POSSE
52,LE SSERAFIM win #1 + Performances from March 15th 'Music Bank'!,News,Germaine-Jay,03/15/2024,4,"3,284",,,,Music Bank,,,,LE SSERAFIM,LE SSERAFIM
53,INFINITE's Sunggyu & Woohyun sing 'Beautiful' for 'Four Lords: The Destiny Charger' OST,Music Video,Germaine-Jay,03/15/2024,1,"1,620","Sunggyu, Woohyun",,,Four Lords : The Destiny Charger,,,,INFINITE,INFINITE
54,DAY6 reveal preview of 'Fourever' in album sampler,Teaser,Germaine-Jay,03/15/2024,0,"1,079",,,"DA, ##6",Fourever,,,,DAY6,DAY6
55,VCHA find their dream house in 'Only One' performance MV,Music Video,Germaine-Jay,03/15/2024,2,"1,443",,,VCHA,Only One,,VCHA,,VCHA,VCHA
56,"Watch 'Music Bank' Live feat. NCT WISH, Wendy, CRAVITY, Highlight & more!",Live,Germaine-Jay,03/15/2024,0,"1,115","NCT WISH, Wendy",,,"Music Bank ' Live, ##light",NCT Wish,,,,NCT Wish
57,Stray Kids' Hyunjin gifts fans with self-composed track 'Long for You',Misc,Germaine-Jay,03/15/2024,8,"2,288",Hyunjin,,Stray Kids,Long for You,,Stray Kids,,,Stray Kids
58,Girl's Day's Hyeri unfollows Ryu Joon Yeol on Instagram,News,Yaki-Jones,03/15/2024,54,"44,126","Hyeri, Ryu Joon Yeol",,,Girl ' s Day,,,Girl's Day,,Girl's Day
59,BTS V kicks off Friday with the release of 'FRI(END)S',Music Video,Yaki-Jones,03/15/2024,28,"5,612",BTS V,,,,,,,BTS,BTS
60,Prosecution seeks a 2-year prison sentence for Shinhwa's Hyesung,News,Yaki-Jones,03/15/2024,13,"17,022","Shinhwa, ##esu",,,Hy,Shinhwa,,,,Shinhwa
61,Girl's Day's Hyeri shares a cryptic Instagram story amidst Ryu Joon Yeol's dating rumors,News,Yaki-Jones,03/15/2024,26,"65,856","Hyeri, Ryu Joon Yeol",,,Girl ' s Day,,,Girl's Day,,Girl's Day
62,New girl group RESCENE gears up for debut with enchanting concept photos,News,Yaki-Jones,03/15/2024,3,"2,847",,,RESCENE,,,RESCENE,,,RESCENE
63,KISS OF LIFE confirms the group's April comeback date,News,Yaki-Jones,03/15/2024,1,"2,226",,,"K, OF L, ##E","##ISS, ##IF",,,,KISS,KISS OF LIFE
64,UNIS wander around a mysterious barren land in the first trailer film for their debut,Teaser,Sophie-Ha,03/15/2024,4,"1,977",,,UNIS,,,UNI,,UNI,UNIS
65,Super Junior D&E introduces the tracks to their upcoming 5th mini-album '606' through the tracklist teaser,News,Sophie-Ha,03/15/2024,3,"1,771",,,Super Junior D & E,,,SUPER JUNIOR-D&E,,,SUPER JUNIOR-D&E
66,RIIZE's Anton shares his trip to the U.S. during his break,News,Sophie-Ha,03/15/2024,3,"4,012",Anton,U. S.,RI,,,,,RIIZE,RIIZE
67,"""2nd gen is the real deal,"" Highlight receives praise for their music program comeback stage",News,Sophie-Ha,03/15/2024,23,"18,834",,,Highlight,,,Highlight,,,Highlight
68,"The Boyz are ready for the summer in the music video trailer for the title track ""Nectar"" from 'Phantasy Pt. 3 Love Letter'",Teaser,Sophie-Ha,03/15/2024,0,925,,,The Boyz,"Nectar, Phantasy Pt. 3 Love Letter",,THE BOYZ,,,THE BOYZ
69,K-netizens react to the protest truck sent to JYPE demanding Hyunjin's withdrawal from Stray Kids,News,Sophie-Ha,03/15/2024,52,"24,403",Hyunjin,,"JYPE, Stray Kids",,,Stray Kids,,,Stray Kids
70,DAY6 continues to gear up for their comeback with new group concept photos for 'FOUREVER',News,Sophie-Ha,03/15/2024,1,"1,278",,,DAY6,FOUREVER,,DAY6,,DAY6,DAY6
71,"Rookie boy group TWS finally reaches #1 on Melon's HOT100 music chart with ""Plot Twist""",News,Sophie-Ha,03/15/2024,2,"2,015",,,"TWS, Melon","##100, Plot Twist",,TWS,,,TWS
72,ARTMS rolls out the first pre-release teaser image for their 1st premiere single 'Birth',News,Sophie-Ha,03/15/2024,10,"2,545",,,ARTMS,Birth,,ARTMS,,ARTMS,ARTMS
73,MONSTA X's I.M starts his solo comeback countdown with a teaser scheduler,News,Sophie-Ha,03/15/2024,2,"1,307",X ' s I. M,,,,,,,MONSTA X,MONSTA X
74,Candy Shop rolls out a new concept trailer for their 1st mini-album 'Hashtag#',Teaser,Sophie-Ha,03/14/2024,2,"1,302",,,Candy Shop,Hashtag,,Candy Shop,HashTag,,Candy Shop
75,BABYMONSTER's Ahyeon makes a grand return through the stunning individual teaser photos for 'BABYMONS7ER',News,Sophie-Ha,03/14/2024,29,"15,386",Ahyeon,,,##MON,,,,BABYMONSTER,BABYMONSTER
76,NCT Dream gets entangled in red strings in the new teaser for '( )SCAPE Film: Chapter 5',Teaser,Sophie-Ha,03/14/2024,1,"1,401",,,,"NCT Dream, SCAPE Film : Chapter 5",,,NCT Dream,NCT,NCT Dream
77,VIXX' Hyuk survives in the cold in 'ae il' MV,Music Video,Germaine-Jay,03/14/2024,3,"1,511",Hyuk,,,,,,,VIXX,VIXX
78,Apink's Namjoo reveals 'BAD' album highlight medley,Teaser,Germaine-Jay,03/14/2024,0,"1,369",Namjoo,,Apink,,,Apink,,,Apink
79,CRAVITY take you behind the scenes of 'EVERSHINE' photo shoot,Misc,Germaine-Jay,03/14/2024,1,830,,,,EVERSHINE,,,,CRAVITY,CRAVITY
80,IVE's Yujin trends in stunning dress for 'Fendi',News,Germaine-Jay,03/14/2024,15,"7,976",Yujin,,IV,Fendi,,,,IVE,IVE
81,SHINee's Minho gets in a suit for 'Stay for a Night' dance behind-the-scenes,Misc,Germaine-Jay,03/14/2024,1,"1,497","SHINee, Minho",,,Stay for a Night,SHINee,,,,SHINee
82,LE SSERAFIM win #1 + Performances from March 14th 'M! Countdown'!,News,Germaine-Jay,03/14/2024,5,"2,734",,,,M! Countdown,,,,LE SSERAFIM,LE SSERAFIM
83,Fans send protest trucks demanding Hyunjin leave Stray Kids,News,Germaine-Jay,03/14/2024,147,"67,295",Hyunjin,,Stray Kids,,,Stray Kids,,,Stray Kids
84,Virtual group PLAVE officially join 'million-seller' club on Circle chart,News,Sofia-Sayson,03/14/2024,14,"4,158",,,"PLAVE, Circle",,,PLAVE,,,PLAVE
85,XODIAC live school days in 'HEYDAY' MV,Music Video,Germaine-Jay,03/14/2024,2,"1,437",,,XODIAC,##YDA,,XODIAC,,XODIAC,XODIAC
86,The Boyz' Sunwoo opens personal Instagram account,News,Germaine-Jay,03/14/2024,0,"3,685",Sunwoo,,The Boyz,,,THE BOYZ,,,THE BOYZ
87,NCT WISH's 'WISH' debuts at #1 on this week's Circle Album Chart,News,Sofia-Sayson,03/14/2024,1,"1,537",,,"NCT WISH, WISH",Circle Album Chart,,NCT Wish,,NCT,NCT Wish
88,Netizens debate if RIIZE need an official leader in light of recent events,News,Solim-Yoon,03/14/2024,30,"9,179",,,RIIZE,,,RIIZE,,,RIIZE
89,"BABYMONSTER set to perform at their first overseas music festival, 'Summer Sonic 2024 Tokyo'",News,Solim-Yoon,03/14/2024,13,"9,846",,,,Summer Sonic 2024 Tokyo,,,,BABYMONSTER,BABYMONSTER
90,VCHA show off their moves in their dream house in 'Only One' performance teaser 2,Teaser,Solim-Yoon,03/14/2024,2,"1,545",,,VCHA,Only One,,VCHA,,VCHA,VCHA
91,RIIZE chosen as endorsement models for 'Woori Bank',News,Solim-Yoon,03/14/2024,3,"2,480",,,Woori Bank,,,,,RIIZE,RIIZE
92,"Renowned photographer & director Petra Collins arrives in Korea, fans suspect she's working on NewJeans' comeback",News,Solim-Yoon,03/14/2024,6,"5,473",Petra Collins,Korea,NewJeans,,,NewJeans,,,NewJeans
93,Scriptwriter Kim Eun Hee confirms 'Signal' sequel after 8-year wait,Dramas,Solim-Yoon,03/14/2024,31,"11,778",Kim Eun Hee,,,Signal,,,Signal,,Signal
94,BTOB's Sungjae to make his solo comeback,News,Solim-Yoon,03/14/2024,1,"2,283",Sungjae,,BTOB,,,BTOB,,BTOB,BTOB
95,"UNIS's Seowon, Kotoko, Elisia, and Yoona are water fairies in the new set of teaser images for debut mini album 'We UNIS'",News,Sophie-Ha,03/14/2024,2,"4,700","Seowon, Kotoko, Elisia, Yoona",,UNIS,We UNIS,,UNI,,UNI,UNIS
96,BLACKPINK's LISA joins Normani & Camila Cabello as the only female artists to have a song surpass 1 Billion Spotify streams both as as a Soloist and with a Group,News,Real-Kpop-News,03/14/2024,12,"3,244","Normani, Camila Cabello",,,Spotify,,,,BLACKPINK,BLACKPINK
97,Behind the scenes secrets to MAMAMOO's live vocal stability,Original Content,Luckymoomoo,03/14/2024,21,"5,982",##O,,MAMAMO,,,MAMAMOO,,,MAMAMOO
98,Dowoon exudes calm vibes in the latest teasers for DAY6's 8th mini-album 'Fourever',News,Sophie-Ha,03/14/2024,0,"1,114",Dowoon,,DAY6,Fourever,,DAY6,,,DAY6
99,K-netizens say former Wonder Girls' Lim shouldn't force her husband to follow her religion,News,Sophie-Ha,03/14/2024,124,"30,670",Lim,,Wonder Girls,,LIME,Wonder Girls,,,Wonder Girls
100,Fans spend a special selca day with EXO's Chen,News,SabTab,03/14/2024,5,"3,806",Chen,,EXO,,,EXO,,,EXO
101,Why netizens aren't buying the new dating rumor between aespa's Ningning and RIIZE's Wonbin,Rumors,Sophie-Ha,03/14/2024,40,"16,036",,"Ni, ##ng, Won","ae, ##a, RIIZE","##ning, ##bin",,RIIZE,,,RIIZE
102,ILLIT's Iroha shares her luck tips in the new introduction film teaser 'SUPER REAL ME Film',Teaser,Sophie-Ha,03/14/2024,6,"1,421",Iroha,,,SUPER REAL ME Film,,,,ILLIT,ILLIT
103,Candy Shop unveils Delectably Sweet Image Teasers for their Debut,News,Sophie-Ha,03/14/2024,4,"1,656",,,Candy Shop,"Delectably Sweet Image Teasers, De",,Candy Shop,,,Candy Shop
104,RIIZE Anton's Rumored Girlfriend's Sister Speaks Out,Rumors,Sophie-Ha,03/13/2024,28,"17,218",,,,Anton ' s Rumored Girlfriend ' s Sister Speaks Out,,,,RIIZE,RIIZE
105,TXT unveils an intriguing animation concept teaser for their 'minisode 3: TOMORROW',Teaser,Sophie-Ha,03/13/2024,2,"1,661",,,TXT,TOMORROW,,TXT,4Tomorrow,TXT,TXT
106,BTS's J-Hope reflects on his life in dancing in the main trailer for his upcoming docu series 'HOPE ON THE STREET',Teaser,Sophie-Ha,03/13/2024,10,"2,159",J - Hope,,BTS,HOPE ON THE STREET,,BTS,,BTS,BTS
107,BABYMONSTER's Pharita and Rami display their beauty in the new visual photos for their 1st mini-album 'BABYMONS7ER',News,Sophie-Ha,03/13/2024,10,"3,682","Pharita, Rami",,BABYMONSTER,BABYMONS7ER,,BABYMONSTER,BABYMONSTER,BABYMONSTER,BABYMONSTER
108,NCT Dream's Chenle and Jaemin continue their intense training in the new teaser '( )SCAPE Film: Chapter 4',Teaser,Sophie-Ha,03/13/2024,0,"1,566","Chenle, Jaemin",,NCT Dream,SCAPE Film : Chapter 4,,NCT Dream,,NCT,NCT Dream
109,TIOT ready for mainstream debut following pre-debut success,News,Alec06,03/13/2024,1,"1,407",,,TIOT,,,TIOT,,TIOT,TIOT
110,Seventeen join lineup for 'Lollapalooza Berlin 2024',News,Germaine-Jay,03/13/2024,7,"4,643",,,Seventeen,Lollapalooza Berlin 2024,,SEVENTEEN,,,SEVENTEEN
111,NCT WISH reveal behind-the-scenes of their debut,Misc,Germaine-Jay,03/13/2024,0,"1,038",,,NCT WISH,,,NCT Wish,,NCT,NCT Wish
112,LOONA's Yves signs with PAIX PER MIL after winning lawsuit against Blockberry Creative,News,Germaine-Jay,03/13/2024,11,"5,462",Yves,,"L, PAIX PER MIL, Blockberry Creative",,,,,LOONA,LOONA
113,Laboum and WSG Wannabe's Soyeon to make her solo debut,News,Alec06,03/13/2024,5,"1,803","Laboum, WSG Wannabe, Soyeon",,,,LABOUM,,,,LABOUM
114,EXCLUSIVE [INTERVIEW] LUN8 on their first comeback with ‘BUFF’: “Positivity is what we want to give through our music and performances”,Original Content,Sofia-Sayson,03/13/2024,0,"1,333",,,LUN8,,,LUN8,,,LUN8
115,ASTRO's Cha Eun Woo is heading next to Manila for his 'Mystery Elevator' show this weekend,News,Sofia-Sayson,03/13/2024,2,"2,526",Cha Eun Woo,Manila,ASTRO,Mystery Elevator,,ASTRO,,ASTRO,ASTRO
116,NCT WISH's 'WISH' wins #1 on this week's 'Show Champion',News,Sofia-Sayson,03/13/2024,4,"1,447",,,"NCT WISH, W",Show Champion,,NCT Wish,,NCT,NCT Wish
117,Forestella's Kang Hyung Ho & weathercaster Jung Min Kyung to tie the knot,News,Germaine-Jay,03/13/2024,3,"3,557","Kang Hyung Ho, Jung Min Kyung",,Forestella,,,Forestella,,,Forestella
118,BTS' j-hope takes a break in 'Hope on the Street' docuseries preview photos,News,Germaine-Jay,03/13/2024,3,"2,346",,,,Hope on the Street,,,,BTS,BTS
119,NOMAD feel the summer sun in 'California Love' MV,Music Video,Germaine-Jay,03/13/2024,2,"1,154",,,,California Love,,,,NOMAD,NOMAD
120,BAE173 face the dark in 'Fifty-Fifty' MV,Music Video,Germaine-Jay,03/13/2024,6,"1,754",,,,Fifty - Fifty,,,FIFTY FIFTY,BAE173,BAE173
121,Davichi returns with a new single this month,News,Alec06,03/13/2024,2,"1,495",Davichi,,,,Davichi,,,,Davichi
122,LUN8 show their steps in 'Super Power' MV,Music Video,Germaine-Jay,03/13/2024,1,"1,196",,,L,Super Power,,,,LUN8,LUN8
123,Rookie girl group VVUP makes bold debut with 'Doo Doom Chit' MV,Music Video,Alec06,03/13/2024,3,"2,449",,,VVUP,Doo Doom Chit,,VVUP,,,VVUP
124,Heo Yunjin of LE SSERAFIM features in Max's 'Stupid in Love' MV,Music Video,Alec06,03/13/2024,12,"4,059","Heo Yunjin, Max",,LE SSERAFIM,Stupid in Love,,LE SSERAFIM,,,LE SSERAFIM
125,BTS Jungkook breaks records with longest-running chart on US Billboard Hot 100 among Korean solo artists,News,EunhaYi,03/13/2024,10,"4,064",Jungkook,,BTS,"US Billboard Hot 100, Korean",,BTS,,BTS,BTS
126,DAY6 unveils Wonpil's teaser ahead of highly anticipated comeback,News,EunhaYi,03/13/2024,0,"1,062",Wonpil,,DAY6,,,DAY6,,DAY6,DAY6
127,Cube Entertainment confirms debut date for new boy group NOWADAYS,News,EunhaYi,03/13/2024,1,"2,176",,,"Cube Entertainment, NOWADAYS",,,NOWADAYS,,,NOWADAYS
128,Content production company Merry Go Round unveils new project: KARA's first full-member travel reality show,News,EunhaYi,03/13/2024,4,"9,002",,,"Merry Go Round, KARA",,,KARA,,,KARA
129,BAE173 unveils tantalizing highlight medley for upcoming album 'NEW CHAPTER: LUCEAT',Teaser,EunhaYi,03/13/2024,0,"1,154",,,BA,NEW CHAPTER : LUCEAT,,,,BAE173,BAE173
130,The Boyz continue the countdown to the release of their final 'Phantasy' chapter,News,Solim-Yoon,03/13/2024,0,"1,358",,,The Boyz,Phantasy,,THE BOYZ,,,THE BOYZ
131,Super Junior D&E unveil captivating teaser images for '606' comeback,News,Solim-Yoon,03/13/2024,2,"1,859",,,Super Junior D & E,,,SUPER JUNIOR-D&E,,,SUPER JUNIOR-D&E
132,"MONSTA X's I.M signals return with his 3rd EP, 'Off The Beat'",Teaser,Solim-Yoon,03/13/2024,2,"1,228",,,X ' s I. M,Off The Beat,,,,MONSTA X,MONSTA X
133,"BLACKPINK's ""How You Like That"" becomes the First K-pop female group song to surpass 1 Billion streams on Spotify",News,Pop-Superstars,03/13/2024,29,"4,284",,,BL,"How You Like That, Spotify",,,,BLACKPINK,BLACKPINK
134,"NOWADAYS confirm their debut date with the release of their self-titled, 1st single album",Teaser,Solim-Yoon,03/13/2024,1,"1,471",,,NOWADAYS,,,NOWADAYS,,NOWADAYS,NOWADAYS
135,Agency of virtual boy group PLAVE takes legal action against malicious posts,News,Sh1romi,03/13/2024,37,"4,299",,,PLAVE,,,PLAVE,,,PLAVE
136,"Seventeen, LE SSERAFIM, NewJeans, RIIZE, & more win at the '38th Japan Golden Disc Awards'",News,Solim-Yoon,03/13/2024,8,"6,401",,,"LE SS, NewJeans, RIIZE",Japan Golden Disc Awards,,NewJeans,,,NewJeans
137,Candy Shop members are off to school in 'Hashtag#' debut album teasers,News,Solim-Yoon,03/13/2024,5,"1,672",,,"Candy Shop, Has",##htag,,Candy Shop,,,Candy Shop
138,UNIS drop striking third set of teaser images for debut mini album 'We UNIS',News,Solim-Yoon,03/13/2024,4,"2,658",,,UNIS,We UNIS,,UNI,,UNI,UNIS
139,DAY6's Wonpil welcomes spring in sentimental comeback teaser photos,News,Solim-Yoon,03/12/2024,0,709,Wonpil,,DAY6,,,DAY6,,DAY6,DAY6
140,NCT Dream release '( )SCAPE Film : Chapter 3' + images featuring Mark and Haechan,Teaser,Solim-Yoon,03/12/2024,0,"1,282","Mark, Haechan",,NCT Dream,SCAPE Film : Chapter 3,,NCT Dream,,NCT,NCT Dream
141,Apink's Namjoo shows her chic side in 'Siren' concept photos for her upcoming single album 'BAD',News,darkrunner,03/12/2024,4,"2,335","Apink, Namjoo, Sir",,,"##en, BAD",Apink,,,,Apink
142,Oh My Girl's YooA channels sleek 90's vibes in 'Rooftop' MV teaser #2,Teaser,Solim-Yoon,03/12/2024,2,"1,365",,,##A,"Oh My Girl, Rooftop",,,OH MY GIRL,,OH MY GIRL
143,ONF announce comeback with 8th mini album 'Beautiful Shadow',News,Solim-Yoon,03/12/2024,0,"1,187",,,,Beautiful Shadow,,,,ONF,ONF
144,BABYMONSTER's Chiquita & Asa display their chic visuals in new teasers,News,Solim-Yoon,03/12/2024,9,"3,283",Chiquita & Asa,,BA,,,,,BABYMONSTER,BABYMONSTER
145,Apink's Namjoo looks into the camera for 'BAD' mood film,Teaser,Germaine-Jay,03/12/2024,2,"1,167","Apink, Namjoo",,,,Apink,,,,Apink
146,RIIZE Anton's alleged girlfriend responds to dating rumors,Rumors,Germaine-Jay,03/12/2024,38,"31,953",Anton,,,,,,,RIIZE,RIIZE
